crypto_bay_data_dock	59dc015c-4bca-4578-a9f2-e3081e4d5cb4
crypto_bay_water_walkway	1856bfda-8ae3-4358-9a49-4dcfd1d87cff
crypto_bay_context_buoy	62785914-3292-4546-886e-71239ba95438
crypto_bay_candle_tower	a52df32c-fbb4-4281-914b-fd2d7985f453
crypto_bay_waiting_lighthouse	627b8523-0e22-4808-9b94-f3d27d17ca9e
evidence_mines_open_tunnel	96fdccb7-c59c-4c23-a9d1-66a7c49e8e1d
evidence_mines_lantern_drone	31ff1212-4f33-4dda-92b2-38a0169acb48
evidence_mines_mother_crystal	c29693de-2d16-4653-8766-d577c96e7566
thesis_citadel_wall_slab	73edfca7-aeb5-4129-8da9-e177f1dcbedc
thesis_citadel_fortified_ramp	69c7da94-92f5-49cd-91f2-a5d200fec327
thesis_citadel_double_gate	36f54724-ed3f-434a-9f9d-b9a144bcd3b1
risk_reef_blue_sluice	f8a3738a-437f-409b-b8ed-f9c0bdec2997
risk_reef_red_team_observatory	f644ade5-10d0-4b9e-a5d6-67265053d58e
risk_reef_double_bridge	47552c84-a045-495d-a86a-27ff0136f918
axiom_archive_archive_ring_tile	98cc3331-daaf-4ab0-84cb-8925b2e0148e
axiom_archive_aura_flower	8d7b348b-af06-45f9-b50b-7bda9177d694
axiom_archive_lit_archive	a7c2c5f6-e239-4ae6-b7d2-d38d50f37da9
axiom_archive_base_ring_seal	6b6e2110-2db4-4d6e-a586-70e7e1cebb96
